"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";""
"Frais de mise en marché du lait ";"TPS";"Québec";"08-2013";"k$";"567,5";""
"Frais de mise en marché du lait ";"TPS";"Québec";"09-2013";"k$";"554,9";""
"Frais de mise en marché du lait ";"TPS";"Québec";"10-2013";"k$";"571,5";""
"Frais de mise en marché du lait ";"TPS";"Québec";"11-2013";"k$";"548,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"12-2013";"k$";"555,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"01-2014";"k$";"566";""
"Frais de mise en marché du lait ";"TPS";"Québec";"02-2014";"k$";"524,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"03-2014";"k$";"581,2";""
"Frais de mise en marché du lait ";"TPS";"Québec";"04-2014";"k$";"614,9";""
"Frais de mise en marché du lait ";"TPS";"Québec";"05-2014";"k$";"593,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"06-2014";"k$";"544,1";""
"Frais de mise en marché du lait ";"TPS";"Québec";"07-2014";"k$";"569,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"08-2014";"k$";"578";""
"Frais de mise en marché du lait ";"TPS";"Québec";"09-2014";"k$";"555,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"10-2014";"k$";"576,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"11-2014";"k$";"562,2";""
"Frais de mise en marché du lait ";"TPS";"Québec";"12-2014";"k$";"577,2";""
"Frais de mise en marché du lait ";"TPS";"Québec";"01-2015";"k$";"584";""
"Frais de mise en marché du lait ";"TPS";"Québec";"02-2015";"k$";"529,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"03-2015";"k$";"584";""
"Frais de mise en marché du lait ";"TPS";"Québec";"04-2015";"k$";"627,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"05-2015";"k$";"609,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"06-2015";"k$";"565,6";""
"Frais de mise en marché du lait ";"TPS";"Québec";"07-2015";"k$";"593,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"08-2015";"k$";"572,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"09-2015";"k$";"555,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"10-2015";"k$";"572,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"11-2015";"k$";"553,2";""
"Frais de mise en marché du lait ";"TPS";"Québec";"12-2015";"k$";"596";""
"Frais de mise en marché du lait ";"TPS";"Québec";"01-2016";"k$";"596,3";""
"Frais de mise en marché du lait ";"TPS";"Québec";"02-2016";"k$";"561,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"03-2016";"k$";"622,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"04-2016";"k$";"631,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"05-2016";"k$";"591";""
"Frais de mise en marché du lait ";"TPS";"Québec";"06-2016";"k$";"565,9";""
"Frais de mise en marché du lait ";"TPS";"Québec";"07-2016";"k$";"579,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"08-2016";"k$";"586,5";""
"Frais de mise en marché du lait ";"TPS";"Québec";"09-2016";"k$";"574,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"10-2016";"k$";"600,5";""
"Frais de mise en marché du lait ";"TPS";"Québec";"11-2016";"k$";"582,1";""
"Frais de mise en marché du lait ";"TPS";"Québec";"12-2016";"k$";"616,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"01-2017";"k$";"632,6";""
"Frais de mise en marché du lait ";"TPS";"Québec";"02-2017";"k$";"584";""
"Frais de mise en marché du lait ";"TPS";"Québec";"03-2017";"k$";"690,2";""
"Frais de mise en marché du lait ";"TPS";"Québec";"04-2017";"k$";"656,8";""
"Frais de mise en marché du lait ";"TPS";"Québec";"05-2017";"k$";"558,3";""
"Frais de mise en marché du lait ";"TPS";"Québec";"06-2017";"k$";"559,4";""
"Frais de mise en marché du lait ";"TPS";"Québec";"07-2017";"k$";"566,6";""
"Frais de mise en marché du lait ";"TPS";"Québec";"08-2017";"k$";"637,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"09-2017";"k$";"609,3";""
"Frais de mise en marché du lait ";"TPS";"Québec";"10-2017";"k$";"645,1";""
"Frais de mise en marché du lait ";"TPS";"Québec";"11-2017";"k$";"630,2";""
"Frais de mise en marché du lait ";"TPS";"Québec";"12-2017";"k$";"641,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"01-2018";"k$";"678,9";""
"Frais de mise en marché du lait ";"TPS";"Québec";"02-2018";"k$";"602";""
"Frais de mise en marché du lait ";"TPS";"Québec";"03-2018";"k$";"730,9";""
"Frais de mise en marché du lait ";"TPS";"Québec";"04-2018";"k$";"703,7";""
"Frais de mise en marché du lait ";"TPS";"Québec";"05-2018";"k$";"683,6";""
"Frais de mise en marché du lait ";"TPS";"Québec";"06-2018";"k$";"621,5";""
"Frais de mise en marché du lait ";"TPS";"Québec";"07-2018";"k$";"615,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-1999";"k$";"600";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-1999";"k$";"548,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-1999";"k$";"613,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-1999";"k$";"615,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-1999";"k$";"637,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-1999";"k$";"598,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-1999";"k$";"594";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-1999";"k$";"579,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-1999";"k$";"555,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-1999";"k$";"566,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-1999";"k$";"558";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-1999";"k$";"590,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2000";"k$";"596,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2000";"k$";"573,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2000";"k$";"621,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2000";"k$";"613,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2000";"k$";"632,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2000";"k$";"601,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2000";"k$";"601,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2000";"k$";"584,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2000";"k$";"568,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2000";"k$";"582,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2000";"k$";"566,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2000";"k$";"624";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2001";"k$";"626,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2001";"k$";"567";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2001";"k$";"647,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2001";"k$";"629,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2001";"k$";"665,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2001";"k$";"625,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2001";"k$";"647,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2001";"k$";"711,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2001";"k$";"717";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2001";"k$";"719,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2001";"k$";"740,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2001";"k$";"718,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2002";"k$";"748,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2002";"k$";"682,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2002";"k$";"753,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2002";"k$";"731,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2002";"k$";"698,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2002";"k$";"665,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2002";"k$";"661,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2002";"k$";"654,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2002";"k$";"631,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2002";"k$";"675,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2002";"k$";"664,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2002";"k$";"695,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2003";"k$";"723,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2003";"k$";"656,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2003";"k$";"771,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2003";"k$";"792,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2003";"k$";"777,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2003";"k$";"712,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2003";"k$";"733,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2003";"k$";"707,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2003";"k$";"699,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2003";"k$";"716,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2003";"k$";"699,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2003";"k$";"734,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2004";"k$";"752,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2004";"k$";"724,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2004";"k$";"816,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2004";"k$";"822";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2004";"k$";"789,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2004";"k$";"734,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2004";"k$";"741,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2004";"k$";"713,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2004";"k$";"699,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2004";"k$";"745,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2004";"k$";"706,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2004";"k$";"755,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2005";"k$";"768,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2005";"k$";"702,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2005";"k$";"806,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2005";"k$";"823,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2005";"k$";"789,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2005";"k$";"756,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2005";"k$";"762,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2005";"k$";"767";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2005";"k$";"733,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2005";"k$";"758,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2005";"k$";"739,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2005";"k$";"788";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2006";"k$";"789,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2006";"k$";"751,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2006";"k$";"863";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2006";"k$";"839,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2006";"k$";"810,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2006";"k$";"760,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2006";"k$";"785,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2006";"k$";"774,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2006";"k$";"764,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2006";"k$";"788,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2006";"k$";"761,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2006";"k$";"786,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2007";"k$";"792,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2007";"k$";"737,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2007";"k$";"833,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2007";"k$";"845";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2007";"k$";"841,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2007";"k$";"805,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2007";"k$";"817,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2007";"k$";"809,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2007";"k$";"793,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2007";"k$";"808,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2007";"k$";"796,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2007";"k$";"807,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2008";"k$";"814,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2008";"k$";"778,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2008";"k$";"843,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2008";"k$";"865,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2008";"k$";"854,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2008";"k$";"769,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2008";"k$";"811,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2008";"k$";"828,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2008";"k$";"796,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2008";"k$";"805,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2008";"k$";"802,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2008";"k$";"825,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2009";"k$";"808,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2009";"k$";"732,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2009";"k$";"850,2";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2009";"k$";"845";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2009";"k$";"798,6";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2009";"k$";"775,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2009";"k$";"790,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2009";"k$";"800,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2009";"k$";"782,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2009";"k$";"796";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2009";"k$";"787,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2009";"k$";"819,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2010";"k$";"820";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2010";"k$";"744,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2010";"k$";"890,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2010";"k$";"835,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2010";"k$";"805";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2010";"k$";"807,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2010";"k$";"816,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2010";"k$";"812,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2010";"k$";"804,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2010";"k$";"812,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2010";"k$";"795,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"12-2010";"k$";"943,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"01-2011";"k$";"948,3";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"02-2011";"k$";"872,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"03-2011";"k$";"999,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"04-2011";"k$";"1017,4";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"05-2011";"k$";"967,8";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"06-2011";"k$";"934,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"07-2011";"k$";"959,9";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"08-2011";"k$";"963,5";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"09-2011";"k$";"920,1";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"10-2011";"k$";"935,7";""
"Frais de mise en marché du lait ";"TVQ";"Québec";"11-2011";"k$";"918,2";""
