"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2005";"kg";"9246918";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2005";"kg";"8899267";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2005";"kg";"9222246";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2005";"kg";"8970814";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2005";"kg";"9312589";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2005";"kg";"9311983";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2005";"kg";"8964431";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2005";"kg";"9230434";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2005";"kg";"8905824";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2005";"kg";"9228331";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2006";"kg";"9234313";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2006";"kg";"8342155";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2006";"kg";"9209474";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2006";"kg";"8901586";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2006";"kg";"9211422";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2006";"kg";"8929756";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2006";"kg";"9264856";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2006";"kg";"9265934";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2006";"kg";"8971332";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2006";"kg";"9281394";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2006";"kg";"8964631";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2006";"kg";"9244141";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2007";"kg";"9236970";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2007";"kg";"8307432";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2007";"kg";"9200691";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2007";"kg";"8906534";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2007";"kg";"9209766";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2007";"kg";"8905622";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2007";"kg";"9213123";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2007";"kg";"9222094";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2007";"kg";"8926892";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2007";"kg";"9224967";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2007";"kg";"8931304";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2007";"kg";"9233051";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2008";"kg";"9231973";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2008";"kg";"8636967";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2008";"kg";"9243146";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2008";"kg";"8946998";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2008";"kg";"9245768";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2008";"kg";"8948509";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2008";"kg";"9251189";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2008";"kg";"9249598";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2008";"kg";"8943925";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2008";"kg";"9261561";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2008";"kg";"8949241";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2008";"kg";"9244644";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2009";"kg";"9246857";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2009";"kg";"8349117";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2009";"kg";"9247670";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2009";"kg";"8947135";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2009";"kg";"9251666";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2009";"kg";"8959524";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2009";"kg";"9256512";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2009";"kg";"9250835";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2009";"kg";"8953292";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2009";"kg";"9244485";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2009";"kg";"8942531";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2009";"kg";"9243346";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2010";"kg";"9254496";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2010";"kg";"8366287";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2010";"kg";"9263893";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2010";"kg";"8962498";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2010";"kg";"9261235";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2010";"kg";"8962748";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2010";"kg";"9267239";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2010";"kg";"9268613";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2010";"kg";"8963057";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2010";"kg";"9261948";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2010";"kg";"8963350";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2010";"kg";"9267895";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2011";"kg";"9271830";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2011";"kg";"8378103";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2011";"kg";"9281856";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2011";"kg";"8985441";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2011";"kg";"9281330";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2011";"kg";"8984205";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2011";"kg";"9280086";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2011";"kg";"9285618";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2011";"kg";"8975085";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2011";"kg";"9273765";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2011";"kg";"8974643";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2011";"kg";"9277498";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2012";"kg";"9272152";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2012";"kg";"8680598";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2012";"kg";"9280975";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2012";"kg";"8976812";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2012";"kg";"9278338";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2012";"kg";"8982515";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2012";"kg";"9276859";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2012";"kg";"9272111";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2012";"kg";"8969888";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2012";"kg";"9263781";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2012";"kg";"8963977";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2012";"kg";"9268803";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2013";"kg";"9266097";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2013";"kg";"8375371";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2013";"kg";"9277026";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2013";"kg";"8978372";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2013";"kg";"9280353";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2013";"kg";"8983595";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2013";"kg";"9281663";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2013";"kg";"9275406";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2013";"kg";"8974540";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2013";"kg";"9270567";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2013";"kg";"8968853";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2013";"kg";"9270880";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2014";"kg";"9276714";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2014";"kg";"8378681";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2014";"kg";"9276768";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2014";"kg";"8976807";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2014";"kg";"9279594";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2014";"kg";"8974298";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2014";"kg";"9271163";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2014";"kg";"9267988";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2014";"kg";"8960235";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2014";"kg";"9256197";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2014";"kg";"8953605";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2014";"kg";"9263232";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2015";"kg";"9260520";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2015";"kg";"8360889";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2015";"kg";"9259772";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2015";"kg";"8953997";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2015";"kg";"9251209";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2015";"kg";"8951634";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2015";"kg";"9247636";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2015";"kg";"9661888";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2015";"kg";"9345294";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2015";"kg";"9659848";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2015";"kg";"9346478";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2015";"kg";"9868899";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2016";"kg";"9867706";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2016";"kg";"9655004";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2016";"kg";"10326901";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2016";"kg";"9997217";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2016";"kg";"10326084";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2016";"kg";"9988669";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2016";"kg";"10431152";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2016";"kg";"10528492";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2016";"kg";"10287306";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2016";"kg";"10616479";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2016";"kg";"10587678";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2016";"kg";"11184449";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2017";"kg";"11185554";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2017";"kg";"10569887";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2017";"kg";"11700404";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2017";"kg";"11319001";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2017";"kg";"11691596";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2017";"kg";"11308412";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2017";"kg";"12269309";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"08-2017";"kg";"12257959";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"09-2017";"kg";"11860237";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"10-2017";"kg";"12238036";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"11-2017";"kg";"11951541";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"12-2017";"kg";"12355176";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"01-2018";"kg";"12360223";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"02-2018";"kg";"11165881";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"03-2018";"kg";"12358259";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"04-2018";"kg";"11953051";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"05-2018";"kg";"12165295";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"06-2018";"kg";"11774861";""
"Droit de production (matière grasse) ";"Mensuel";"Québec";"07-2018";"kg";"11741991";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-1999";"kg";"755683";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-1999";"kg";"777918";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-1999";"kg";"996853";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-1999";"kg";"1154303";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-1999";"kg";"1253601";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-1999";"kg";"889674";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-1999";"kg";"254532";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-1999";"kg";"89193";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-1999";"kg";"54717";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-1999";"kg";"230929";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-1999";"kg";"332329";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-1999";"kg";"548341";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2000";"kg";"747295";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2000";"kg";"749890";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2000";"kg";"910317";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2000";"kg";"997928";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2000";"kg";"1001799";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2000";"kg";"809287";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2000";"kg";"174600";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2000";"kg";"-167233";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2000";"kg";"68847";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2000";"kg";"236534";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2000";"kg";"17845";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2000";"kg";"192649";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2001";"kg";"242797";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2001";"kg";"257708";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2001";"kg";"283803";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2001";"kg";"358565";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2001";"kg";"414646";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2001";"kg";"147549";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2001";"kg";"-352211";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2001";"kg";"-329385";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2001";"kg";"-49454";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2001";"kg";"122178";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2001";"kg";"266575";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2001";"kg";"88654";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2002";"kg";"530533";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2002";"kg";"481161";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2002";"kg";"475055";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2002";"kg";"433685";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2002";"kg";"-34427";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2002";"kg";"-260632";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2002";"kg";"-847047";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2002";"kg";"-1100152";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2002";"kg";"-853061";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2002";"kg";"-443351";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2002";"kg";"-145497";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2002";"kg";"216089";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2003";"kg";"394415";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2003";"kg";"328772";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2003";"kg";"511398";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2003";"kg";"659929";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2003";"kg";"781745";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2003";"kg";"610971";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2003";"kg";"148142";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2003";"kg";"-173426";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2003";"kg";"-6791";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2003";"kg";"169201";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2003";"kg";"276032";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2003";"kg";"501831";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2004";"kg";"647051";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2004";"kg";"739158";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2004";"kg";"883127";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2004";"kg";"859466";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2004";"kg";"809730";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2004";"kg";"639335";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2004";"kg";"181489";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2004";"kg";"-14308";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2004";"kg";"72142";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2004";"kg";"141862";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2004";"kg";"257857";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2004";"kg";"445047";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2005";"kg";"586722";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2005";"kg";"592520";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2005";"kg";"753521";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2005";"kg";"697671";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2005";"kg";"670121";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2005";"kg";"500149";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2005";"kg";"-120362";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2005";"kg";"-119697";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2005";"kg";"-27722";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2005";"kg";"107054";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2005";"kg";"237410";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2005";"kg";"409526";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2006";"kg";"605739";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2006";"kg";"599915";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2006";"kg";"680454";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2006";"kg";"584460";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2006";"kg";"417960";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2006";"kg";"148011";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2006";"kg";"-346496";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2006";"kg";"-265108";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2006";"kg";"-49446";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2006";"kg";"-3018";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2006";"kg";"72509";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2006";"kg";"152149";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2007";"kg";"236332";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2007";"kg";"298390";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2007";"kg";"360579";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2007";"kg";"529626";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2007";"kg";"602435";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2007";"kg";"636058";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2007";"kg";"377076";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2007";"kg";"195148";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2007";"kg";"325361";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2007";"kg";"324368";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2007";"kg";"423330";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2007";"kg";"509439";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2008";"kg";"558138";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2008";"kg";"551804";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2008";"kg";"561955";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2008";"kg";"557062";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2008";"kg";"533531";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2008";"kg";"306355";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2008";"kg";"-124525";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2008";"kg";"-243551";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2008";"kg";"-94318";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2008";"kg";"-34776";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2008";"kg";"144562";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2008";"kg";"308968";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2009";"kg";"467797";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2009";"kg";"450189";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2009";"kg";"532813";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2009";"kg";"546787";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2009";"kg";"558047";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2009";"kg";"487372";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2009";"kg";"269522";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2009";"kg";"132211";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2009";"kg";"385986";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2009";"kg";"448773";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2009";"kg";"488412";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2009";"kg";"556121";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2010";"kg";"633400";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2010";"kg";"608256";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2010";"kg";"689641";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2010";"kg";"726114";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2010";"kg";"721868";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2010";"kg";"512689";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2010";"kg";"104749";""
