"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";"";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"11-2009";"k$";"395,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"12-2009";"k$";"406,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"01-2010";"k$";"426,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"02-2010";"k$";"379";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"03-2010";"k$";"460,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"04-2010";"k$";"494,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"05-2010";"k$";"603,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"06-2010";"k$";"940,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"07-2010";"k$";"860";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"08-2010";"k$";"950";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"09-2010";"k$";"689,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"10-2010";"k$";"323,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"11-2010";"k$";"233,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"12-2010";"k$";"230,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"01-2011";"k$";"197,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"02-2011";"k$";"162,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"03-2011";"k$";"206,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"04-2011";"k$";"258,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"05-2011";"k$";"366,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"06-2011";"k$";"525,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"07-2011";"k$";"687,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"08-2011";"k$";"824,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"09-2011";"k$";"400,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"10-2011";"k$";"263,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"11-2011";"k$";"192,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"12-2011";"k$";"235,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"01-2012";"k$";"256,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"02-2012";"k$";"258,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"03-2012";"k$";"292,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"04-2012";"k$";"258,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"05-2012";"k$";"363,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"06-2012";"k$";"483,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"07-2012";"k$";"852,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"08-2012";"k$";"906,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"09-2012";"k$";"467,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"10-2012";"k$";"272";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"11-2012";"k$";"266,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"12-2012";"k$";"131,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"01-2013";"k$";"113,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"02-2013";"k$";"118,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"03-2013";"k$";"153,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"04-2013";"k$";"124,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"05-2013";"k$";"213,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"06-2013";"k$";"274,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"07-2013";"k$";"345";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"08-2013";"k$";"526,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"09-2013";"k$";"207,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"10-2013";"k$";"176,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"11-2013";"k$";"105,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"12-2013";"k$";"142,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"01-2014";"k$";"122,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"02-2014";"k$";"114,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"03-2014";"k$";"117,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"04-2014";"k$";"151,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"05-2014";"k$";"221,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"06-2014";"k$";"362,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"07-2014";"k$";"409,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"08-2014";"k$";"768,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"09-2014";"k$";"624,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"10-2014";"k$";"405,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"11-2014";"k$";"165,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"12-2014";"k$";"116,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"01-2015";"k$";"132";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"02-2015";"k$";"123,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"03-2015";"k$";"129,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"04-2015";"k$";"123,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"05-2015";"k$";"187,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"06-2015";"k$";"321,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"07-2015";"k$";"519,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"08-2015";"k$";"561,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"09-2015";"k$";"592";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"10-2015";"k$";"511,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"11-2015";"k$";"249,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Prime sur les solides non gras";"Québec";"12-2015";"k$";"228";""
